instance_name	feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30	feature_31	feature_32	feature_33	feature_34	feature_35	feature_36	feature_37	feature_38	feature_39	feature_40	feature_41	feature_42	feature_43	feature_44	feature_45	feature_46	feature_47	feature_48	feature_49	feature_50	feature_51	feature_52	feature_53	feature_54	feature_55	feature_56	feature_57	feature_58	feature_59	feature_60	feature_61	feature_62	feature_63	feature_64	feature_65	feature_66	feature_67	feature_68	feature_69	feature_70	feature_71	feature_72	feature_73	feature_74	feature_75	feature_76	feature_77	feature_78	feature_79	feature_80	feature_81	feature_82	feature_83	feature_84	feature_85	feature_86	feature_87	feature_88	feature_89	feature_90	feature_91	feature_92	feature_93	feature_94	feature_95	feature_96	feature_97	feature_98	feature_99	feature_100	feature_101	feature_102	feature_103	feature_104	feature_105	feature_106	feature_107	feature_108	feature_109	feature_110	feature_111	feature_112	feature_113	feature_114	feature_115	feature_116	feature_117	feature_118	feature_119	feature_120	feature_121	feature_122	feature_123	feature_124	feature_125	feature_126	feature_127	feature_128
instance_681	0.033929	0.020238	0.025	0.035119	0.023214	0.011905	0.001786	0.017262	0.024405	0.01131	0.016667	0.017857	0.014286	0.015476	0.034524	0.020833	0.029167	0.011905	0.021429	0.017857	0.019643	0.009524	0.004762	0.006548	0.003571	0.002976	0.003571	0.001786	0.015476	0.007143	0.014881	0.010714	0.03631	0.010119	0.014881	0.014286	0.014286	0.007738	0.002976	0.010119	0.026786	0.006548	0.01131	0.01369	0.0125	0.010714	0.01131	0.015476	0.014881	0.013095	0.008333	0.017857	0.022024	0.01131	0.002381	0.01369	0.022024	0.014286	0.026786	0.016071	0.01131	0.016667	0.019048	0.013095	0.024113	0.021277	0.020567	0.037589	0.025532	0.012766	0.002837	0.013475	0.017021	0.010638	0.015603	0.019858	0.026241	0.017021	0.028369	0.016312	0.034752	0.00922	0.01773	0.019149	0.012766	0.004965	0.007092	0.00922	0.005674	0.002837	0.004965	0.004965	0.008511	0.006383	0.019858	0.010638	0.023404	0.016312	0.014184	0.016312	0.017021	0.006383	0.003546	0.009929	0.02695	0.012766	0.012766	0.012766	0.008511	0.012766	0.014184	0.021277	0.021277	0.00922	0.011348	0.014184	0.024113	0.009929	0.004965	0.012057	0.020567	0.010638	0.031915	0.01844	0.012766	0.015603	0.019858	0.014184
instance_682	0.033274	0.018419	0.027332	0.032086	0.026738	0.011289	0.005348	0.015449	0.027926	0.015449	0.013666	0.015449	0.016043	0.014854	0.029115	0.027332	0.030303	0.013666	0.020796	0.02139	0.017231	0.006536	0.005348	0.00713	0.007724	0.001783	0.004159	0.002377	0.017825	0.008318	0.01426	0.004753	0.030897	0.013072	0.01426	0.017231	0.017825	0.008913	0.001783	0.010695	0.023173	0.00713	0.011289	0.013666	0.013666	0.008913	0.009507	0.012478	0.016637	0.015449	0.011884	0.016043	0.022579	0.009507	0.003565	0.011289	0.015449	0.014854	0.026144	0.013666	0.012478	0.015449	0.016637	0.011884	0.022695	0.024113	0.019149	0.036879	0.025532	0.009929	0.004255	0.013475	0.022695	0.010638	0.011348	0.019149	0.023404	0.019858	0.026241	0.020567	0.031206	0.007092	0.023404	0.019858	0.014894	0.006383	0.002837	0.010638	0.004965	0.001418	0.007801	0.003546	0.011348	0.008511	0.014184	0.014894	0.024823	0.016312	0.013475	0.01844	0.014894	0.007092	0.003546	0.012057	0.025532	0.013475	0.015603	0.012766	0.008511	0.012057	0.01773	0.014184	0.023404	0.007092	0.008511	0.015603	0.024823	0.011348	0.007092	0.013475	0.019149	0.012057	0.032624	0.015603	0.010638	0.015603	0.023404	0.010638
instance_683	0.034462	0.019608	0.026738	0.031491	0.027926	0.011884	0.005348	0.017231	0.026738	0.01426	0.013666	0.015449	0.014854	0.016043	0.026738	0.026738	0.031491	0.014854	0.02139	0.02139	0.017825	0.006536	0.005348	0.005942	0.007724	0.001783	0.004753	0.001783	0.017231	0.008318	0.014854	0.006536	0.029709	0.013666	0.01426	0.015449	0.017231	0.007724	0.002377	0.011884	0.022579	0.008318	0.013666	0.013072	0.01426	0.007724	0.010101	0.011289	0.016637	0.016637	0.009507	0.016043	0.023767	0.009507	0.002971	0.011289	0.014854	0.014854	0.02555	0.013666	0.011884	0.016043	0.016637	0.010101	0.023404	0.019858	0.019149	0.040426	0.024823	0.009929	0.002128	0.012057	0.021277	0.010638	0.012057	0.019149	0.021277	0.020567	0.029078	0.021986	0.029787	0.007092	0.022695	0.019858	0.014894	0.006383	0.003546	0.010638	0.005674	0.001418	0.005674	0.004255	0.012057	0.008511	0.012766	0.013475	0.026241	0.015603	0.013475	0.01773	0.013475	0.007801	0.004255	0.011348	0.025532	0.013475	0.015603	0.013475	0.008511	0.011348	0.01844	0.015603	0.023404	0.007801	0.007801	0.015603	0.024823	0.011348	0.007092	0.014184	0.019858	0.011348	0.034752	0.014894	0.012057	0.015603	0.023404	0.011348
instance_684	0.030303	0.020202	0.023767	0.035651	0.02139	0.011884	0.004753	0.024361	0.020202	0.016043	0.015449	0.015449	0.016637	0.016043	0.029709	0.022579	0.030303	0.016637	0.02139	0.018419	0.018419	0.008913	0.003565	0.009507	0.004753	0.002377	0.005942	0.002377	0.01426	0.013072	0.016043	0.009507	0.035056	0.010101	0.013072	0.018419	0.02139	0.007724	0.001783	0.009507	0.029115	0.00713	0.008318	0.008913	0.010695	0.00713	0.00713	0.013072	0.014854	0.016637	0.010695	0.012478	0.024361	0.011884	0.005348	0.009507	0.020796	0.014854	0.023767	0.010695	0.012478	0.014854	0.017825	0.012478	0.021986	0.021277	0.019858	0.037589	0.022695	0.008511	0.004255	0.012057	0.021986	0.011348	0.012766	0.019858	0.024823	0.020567	0.023404	0.021277	0.025532	0.007092	0.022695	0.01773	0.016312	0.005674	0.005674	0.010638	0.006383	0.002837	0.007801	0.002837	0.012057	0.009929	0.013475	0.012766	0.026241	0.013475	0.010638	0.020567	0.013475	0.011348	0.002128	0.012057	0.023404	0.014184	0.011348	0.013475	0.011348	0.007092	0.017021	0.01844	0.02695	0.007092	0.013475	0.013475	0.019149	0.012766	0.008511	0.013475	0.019149	0.009929	0.030496	0.016312	0.012766	0.016312	0.023404	0.013475
instance_685	0.033929	0.019643	0.025	0.035714	0.023214	0.011905	0.001786	0.017857	0.025	0.01131	0.014881	0.019048	0.01369	0.016667	0.033929	0.019048	0.029167	0.011905	0.020833	0.016667	0.019643	0.008929	0.004762	0.006548	0.004762	0.002976	0.003571	0.002381	0.014881	0.007738	0.015476	0.010714	0.036905	0.01131	0.015476	0.013095	0.014286	0.007143	0.002976	0.010714	0.025595	0.005952	0.01131	0.01369	0.013095	0.010119	0.011905	0.016667	0.014286	0.0125	0.008333	0.017857	0.020833	0.011905	0.004167	0.013095	0.022619	0.014881	0.026786	0.016071	0.010714	0.016071	0.019643	0.01369	0.026241	0.01844	0.020567	0.039716	0.024823	0.012766	0.004255	0.012057	0.01773	0.011348	0.014894	0.019858	0.026241	0.017021	0.02695	0.017021	0.033333	0.00922	0.01844	0.01844	0.012766	0.004965	0.007092	0.00922	0.005674	0.002837	0.005674	0.005674	0.008511	0.007092	0.019858	0.00922	0.023404	0.01773	0.013475	0.014894	0.017021	0.006383	0.003546	0.010638	0.02695	0.012057	0.012766	0.013475	0.008511	0.013475	0.014894	0.020567	0.021986	0.009929	0.010638	0.014184	0.023404	0.009929	0.004965	0.012057	0.019858	0.011348	0.031915	0.01773	0.013475	0.013475	0.020567	0.014894
instance_686	0.033274	0.018419	0.02852	0.030897	0.026738	0.011884	0.005348	0.014854	0.027926	0.015449	0.01426	0.016637	0.016637	0.015449	0.027926	0.02555	0.029709	0.013666	0.02139	0.02139	0.017231	0.00713	0.005942	0.007724	0.007724	0.001783	0.004159	0.002377	0.017825	0.007724	0.01426	0.004753	0.030897	0.013072	0.01426	0.017231	0.017825	0.008913	0.001783	0.010695	0.023173	0.00713	0.011884	0.013666	0.013666	0.008913	0.010101	0.013072	0.017231	0.015449	0.011884	0.015449	0.022579	0.010101	0.002971	0.010695	0.015449	0.014854	0.02555	0.013666	0.011884	0.014854	0.016637	0.011884	0.021986	0.024113	0.019149	0.03617	0.025532	0.009929	0.004255	0.013475	0.022695	0.010638	0.011348	0.019149	0.021986	0.019858	0.026241	0.021277	0.031206	0.007092	0.023404	0.019858	0.014894	0.006383	0.002837	0.010638	0.004965	0.001418	0.007801	0.003546	0.011348	0.008511	0.014184	0.014894	0.024823	0.017021	0.013475	0.01773	0.014184	0.007092	0.003546	0.012057	0.025532	0.012766	0.015603	0.013475	0.009929	0.012057	0.01773	0.014184	0.024113	0.006383	0.008511	0.015603	0.025532	0.011348	0.007092	0.013475	0.019149	0.012057	0.032624	0.015603	0.010638	0.016312	0.023404	0.010638
instance_687	0.033274	0.018419	0.02852	0.030897	0.026144	0.011289	0.005348	0.015449	0.027926	0.015449	0.01426	0.016043	0.016043	0.014854	0.02852	0.026738	0.030303	0.013666	0.020796	0.02139	0.017231	0.006536	0.005348	0.00713	0.007724	0.001783	0.004159	0.002377	0.017825	0.008318	0.01426	0.004753	0.030897	0.012478	0.01426	0.017231	0.017825	0.008913	0.001783	0.010695	0.022579	0.00713	0.011884	0.01426	0.013666	0.009507	0.009507	0.013072	0.016637	0.015449	0.011884	0.016043	0.023173	0.009507	0.003565	0.011289	0.015449	0.014854	0.02555	0.013666	0.012478	0.015449	0.016637	0.011884	0.022695	0.024113	0.019149	0.036879	0.026241	0.009929	0.004255	0.013475	0.022695	0.010638	0.011348	0.019149	0.023404	0.019858	0.026241	0.020567	0.031206	0.007092	0.022695	0.019858	0.014894	0.006383	0.002837	0.010638	0.004965	0.001418	0.007801	0.003546	0.011348	0.008511	0.014184	0.014894	0.024823	0.017021	0.013475	0.01844	0.013475	0.007092	0.003546	0.012057	0.026241	0.012766	0.014894	0.012766	0.00922	0.012057	0.01773	0.014184	0.023404	0.007092	0.00922	0.015603	0.024823	0.011348	0.007092	0.013475	0.019149	0.011348	0.032624	0.016312	0.010638	0.015603	0.023404	0.010638
instance_688	0.033868	0.019014	0.026738	0.031491	0.027926	0.011289	0.005348	0.016637	0.026144	0.01426	0.013666	0.016043	0.014854	0.015449	0.027332	0.027332	0.031491	0.015449	0.020202	0.020796	0.017231	0.006536	0.004753	0.006536	0.00713	0.001783	0.004753	0.001783	0.017231	0.007724	0.016043	0.006536	0.029115	0.013072	0.01426	0.017231	0.016637	0.007724	0.002377	0.012478	0.023173	0.008318	0.01426	0.012478	0.01426	0.008318	0.010101	0.011289	0.016637	0.016043	0.010695	0.015449	0.023767	0.009507	0.002971	0.011289	0.016043	0.014854	0.02555	0.01426	0.011884	0.016637	0.016637	0.010101	0.021986	0.020567	0.019858	0.038298	0.026241	0.010638	0.002128	0.012766	0.021277	0.010638	0.012766	0.019149	0.022695	0.019858	0.02695	0.021277	0.029078	0.007801	0.022695	0.020567	0.014184	0.006383	0.003546	0.009929	0.005674	0.001418	0.006383	0.003546	0.012766	0.007801	0.014184	0.013475	0.025532	0.017021	0.013475	0.017021	0.014184	0.006383	0.003546	0.012057	0.025532	0.012766	0.015603	0.014894	0.008511	0.012057	0.019149	0.015603	0.024823	0.007801	0.008511	0.014894	0.024113	0.010638	0.007801	0.014894	0.019858	0.011348	0.034043	0.015603	0.011348	0.015603	0.022695	0.009929
instance_689	0.033274	0.018419	0.02852	0.030897	0.026738	0.011289	0.005348	0.016043	0.027332	0.016043	0.01426	0.016043	0.016043	0.014854	0.02852	0.026738	0.030303	0.013666	0.020796	0.02139	0.017231	0.006536	0.005348	0.00713	0.007724	0.001783	0.004159	0.002377	0.017825	0.008318	0.01426	0.004753	0.030897	0.013072	0.01426	0.017231	0.017825	0.008913	0.001783	0.010101	0.023767	0.006536	0.011884	0.013666	0.01426	0.008913	0.008913	0.013072	0.016637	0.016043	0.011884	0.016043	0.022579	0.009507	0.003565	0.011289	0.015449	0.01426	0.02555	0.013666	0.012478	0.015449	0.016637	0.011884	0.022695	0.024113	0.019149	0.036879	0.026241	0.009929	0.004255	0.013475	0.021986	0.010638	0.011348	0.019149	0.023404	0.020567	0.026241	0.020567	0.031206	0.007092	0.022695	0.019858	0.014184	0.006383	0.003546	0.010638	0.004965	0.001418	0.008511	0.003546	0.011348	0.008511	0.014184	0.014894	0.024823	0.017021	0.013475	0.01844	0.014184	0.007092	0.003546	0.012057	0.02695	0.012766	0.014894	0.012766	0.00922	0.011348	0.017021	0.014184	0.023404	0.007092	0.008511	0.016312	0.024823	0.011348	0.007092	0.013475	0.019149	0.012057	0.032624	0.014894	0.010638	0.015603	0.023404	0.010638
instance_690	0.033274	0.017825	0.029115	0.031491	0.027332	0.011289	0.004753	0.014854	0.027926	0.015449	0.01426	0.016043	0.016043	0.014854	0.02852	0.026738	0.031491	0.013666	0.020796	0.020796	0.017231	0.006536	0.005348	0.00713	0.006536	0.001783	0.004159	0.002377	0.017825	0.008913	0.01426	0.004159	0.030897	0.013072	0.013666	0.016637	0.017825	0.008913	0.001783	0.010695	0.023173	0.00713	0.011884	0.013666	0.013666	0.008913	0.009507	0.013072	0.016637	0.015449	0.011884	0.016637	0.022579	0.009507	0.002971	0.011884	0.015449	0.014854	0.02555	0.013666	0.013072	0.014854	0.016637	0.011289	0.021986	0.024113	0.019149	0.03617	0.026241	0.00922	0.004255	0.014184	0.022695	0.010638	0.011348	0.019149	0.023404	0.019858	0.026241	0.020567	0.031206	0.007092	0.023404	0.019858	0.014894	0.006383	0.002128	0.010638	0.004255	0.001418	0.007801	0.003546	0.011348	0.008511	0.014894	0.014894	0.024823	0.017021	0.013475	0.01844	0.014184	0.007092	0.003546	0.012057	0.026241	0.012766	0.014894	0.012766	0.00922	0.012057	0.01773	0.014184	0.024113	0.007092	0.008511	0.015603	0.024823	0.011348	0.007092	0.013475	0.019858	0.012057	0.032624	0.015603	0.010638	0.015603	0.023404	0.010638
instance_691	0.033274	0.018419	0.02852	0.030897	0.026738	0.011289	0.005348	0.015449	0.027926	0.015449	0.01426	0.016043	0.016043	0.014854	0.02852	0.026738	0.030303	0.013666	0.020796	0.02139	0.017231	0.006536	0.005348	0.00713	0.007724	0.001783	0.004159	0.002377	0.017825	0.008318	0.01426	0.004753	0.030897	0.013072	0.01426	0.017231	0.017825	0.008913	0.001783	0.010695	0.023173	0.00713	0.011884	0.013666	0.013666	0.008913	0.009507	0.013072	0.016637	0.015449	0.011884	0.016043	0.022579	0.009507	0.003565	0.011289	0.015449	0.014854	0.02555	0.013666	0.012478	0.015449	0.016637	0.011884	0.023404	0.024113	0.019149	0.036879	0.025532	0.00922	0.004255	0.013475	0.022695	0.012057	0.012057	0.019149	0.023404	0.019858	0.026241	0.019149	0.031206	0.007092	0.024113	0.01844	0.013475	0.006383	0.002837	0.010638	0.004965	0.001418	0.007801	0.003546	0.011348	0.008511	0.014184	0.014894	0.024823	0.016312	0.014184	0.01844	0.015603	0.006383	0.003546	0.012057	0.02695	0.012766	0.014894	0.012766	0.008511	0.012057	0.01773	0.014894	0.024113	0.006383	0.008511	0.015603	0.024823	0.011348	0.007092	0.013475	0.01844	0.012057	0.032624	0.015603	0.010638	0.015603	0.022695	0.010638
instance_692	0.035651	0.02139	0.027926	0.030897	0.02852	0.012478	0.004753	0.017825	0.027332	0.013666	0.013072	0.015449	0.014854	0.017231	0.02852	0.024955	0.031491	0.014854	0.019608	0.020796	0.016043	0.005942	0.006536	0.006536	0.00713	0.001783	0.004753	0.001783	0.017825	0.007724	0.015449	0.00713	0.030897	0.011884	0.01426	0.019014	0.015449	0.008318	0.001783	0.009507	0.023767	0.006536	0.011884	0.013072	0.016043	0.007724	0.010101	0.011289	0.017825	0.017825	0.009507	0.01426	0.024361	0.008318	0.002377	0.013072	0.016637	0.013072	0.02555	0.015449	0.010695	0.016043	0.016637	0.008318	0.022695	0.019858	0.019858	0.039007	0.024823	0.011348	0.002837	0.012766	0.022695	0.011348	0.012057	0.019149	0.023404	0.019149	0.02695	0.020567	0.02766	0.007801	0.022695	0.020567	0.016312	0.007092	0.004255	0.00922	0.007092	0.001418	0.004965	0.003546	0.012766	0.00922	0.012766	0.014184	0.026241	0.01844	0.014184	0.015603	0.013475	0.007092	0.002837	0.014184	0.024823	0.013475	0.017021	0.013475	0.007801	0.011348	0.019149	0.014184	0.024823	0.007092	0.008511	0.014894	0.022695	0.011348	0.007092	0.014184	0.019149	0.011348	0.034752	0.014894	0.011348	0.014184	0.023404	0.011348
instance_693	0.035056	0.020202	0.027926	0.030897	0.029115	0.011289	0.005348	0.017231	0.024955	0.01426	0.013666	0.016043	0.013666	0.017231	0.027332	0.02555	0.03268	0.014854	0.019608	0.020796	0.016637	0.006536	0.005942	0.006536	0.00713	0.001783	0.004753	0.002377	0.017825	0.008318	0.016043	0.006536	0.030303	0.013072	0.013666	0.016637	0.016043	0.008318	0.001783	0.011289	0.024361	0.007724	0.012478	0.012478	0.014854	0.008913	0.010101	0.011289	0.016043	0.016637	0.009507	0.015449	0.024361	0.009507	0.002971	0.013072	0.016043	0.013666	0.026144	0.014854	0.010695	0.016043	0.016637	0.007724	0.025532	0.020567	0.020567	0.039007	0.024823	0.011348	0.002128	0.012057	0.019858	0.012057	0.012057	0.019149	0.022695	0.019149	0.02695	0.020567	0.029078	0.007092	0.022695	0.020567	0.015603	0.007092	0.003546	0.010638	0.006383	0.001418	0.004965	0.003546	0.011348	0.008511	0.014184	0.013475	0.026241	0.016312	0.012766	0.015603	0.014184	0.007801	0.003546	0.012057	0.024823	0.012766	0.016312	0.014184	0.008511	0.010638	0.019149	0.016312	0.024823	0.007801	0.007092	0.014184	0.023404	0.010638	0.007092	0.014184	0.019149	0.011348	0.034752	0.015603	0.011348	0.015603	0.023404	0.011348
instance_694	0.032143	0.019048	0.02381	0.036905	0.02381	0.011905	0.002976	0.017857	0.023214	0.01131	0.017262	0.016071	0.0125	0.017857	0.033929	0.020833	0.029762	0.013095	0.020238	0.016667	0.019643	0.009524	0.005952	0.008333	0.004167	0.003571	0.004762	0.001786	0.015476	0.007738	0.014881	0.010119	0.036905	0.010714	0.016071	0.01369	0.0125	0.009524	0.002976	0.007738	0.029167	0.005357	0.013095	0.01369	0.014881	0.010714	0.010714	0.013095	0.013095	0.014286	0.008333	0.017857	0.023214	0.0125	0.002381	0.01369	0.020833	0.0125	0.02619	0.017857	0.010119	0.016071	0.017857	0.0125	0.025532	0.019149	0.019858	0.038298	0.025532	0.012766	0.002837	0.014184	0.017021	0.009929	0.014894	0.019149	0.024823	0.019149	0.02766	0.015603	0.031206	0.009929	0.019858	0.019149	0.012766	0.004965	0.006383	0.009929	0.004255	0.002128	0.006383	0.004965	0.00922	0.005674	0.020567	0.010638	0.022695	0.01773	0.012766	0.015603	0.016312	0.007092	0.003546	0.008511	0.026241	0.012057	0.013475	0.014894	0.00922	0.011348	0.015603	0.021986	0.023404	0.00922	0.009929	0.013475	0.024823	0.00922	0.004965	0.012766	0.020567	0.011348	0.031915	0.01844	0.012766	0.016312	0.019149	0.013475
instance_695	0.033868	0.019608	0.026144	0.031491	0.02852	0.011289	0.005348	0.017231	0.026738	0.013666	0.01426	0.016043	0.014854	0.016043	0.027926	0.024361	0.03268	0.01426	0.020202	0.020796	0.016637	0.00713	0.005942	0.006536	0.00713	0.001783	0.004753	0.002377	0.017825	0.007724	0.014854	0.005942	0.027926	0.013072	0.015449	0.016637	0.016637	0.008913	0.001783	0.010101	0.022579	0.008318	0.013072	0.013666	0.01426	0.008913	0.010101	0.013666	0.016637	0.017231	0.010695	0.01426	0.024361	0.008913	0.002971	0.011884	0.015449	0.013666	0.02555	0.014854	0.011289	0.016043	0.016637	0.010101	0.019858	0.019858	0.023404	0.03617	0.025532	0.009929	0.002128	0.010638	0.024823	0.011348	0.011348	0.021277	0.022695	0.020567	0.026241	0.021277	0.031206	0.005674	0.023404	0.020567	0.014184	0.007801	0.003546	0.010638	0.005674	0.001418	0.005674	0.004255	0.011348	0.007801	0.012057	0.013475	0.025532	0.01773	0.013475	0.01773	0.014184	0.007092	0.004255	0.010638	0.024823	0.012057	0.015603	0.014184	0.010638	0.012766	0.01773	0.015603	0.023404	0.006383	0.00922	0.016312	0.025532	0.011348	0.007092	0.013475	0.01844	0.011348	0.034043	0.014894	0.009929	0.015603	0.024823	0.009929
instance_696	0.035651	0.020796	0.027926	0.031491	0.029115	0.011289	0.005348	0.016637	0.02555	0.01426	0.013072	0.016043	0.01426	0.017231	0.027332	0.02555	0.033868	0.014854	0.019014	0.020796	0.017231	0.006536	0.005348	0.006536	0.006536	0.001783	0.004753	0.002377	0.018419	0.00713	0.015449	0.006536	0.030303	0.012478	0.013666	0.016043	0.016043	0.008318	0.001783	0.010695	0.023173	0.007724	0.012478	0.012478	0.01426	0.008913	0.010101	0.012478	0.016043	0.016043	0.010101	0.016043	0.024361	0.009507	0.002971	0.013072	0.016043	0.013072	0.02555	0.014854	0.010695	0.017231	0.016637	0.008318	0.024823	0.020567	0.020567	0.039007	0.024823	0.011348	0.002128	0.012057	0.020567	0.012057	0.012057	0.019149	0.023404	0.019149	0.02695	0.020567	0.029078	0.007092	0.022695	0.020567	0.015603	0.007092	0.003546	0.010638	0.006383	0.001418	0.004965	0.003546	0.011348	0.008511	0.014184	0.013475	0.025532	0.016312	0.013475	0.016312	0.014184	0.007801	0.003546	0.012057	0.024823	0.012766	0.016312	0.014184	0.008511	0.010638	0.019149	0.016312	0.025532	0.007801	0.007092	0.014184	0.023404	0.010638	0.007092	0.014184	0.019149	0.011348	0.034752	0.015603	0.011348	0.015603	0.023404	0.011348
instance_697	0.033274	0.018419	0.02852	0.030897	0.026738	0.011884	0.004753	0.016043	0.027926	0.016043	0.01426	0.016043	0.016043	0.01426	0.02852	0.026738	0.030303	0.013666	0.02139	0.020796	0.017231	0.005942	0.005348	0.00713	0.008318	0.001783	0.003565	0.002377	0.017825	0.007724	0.01426	0.005348	0.030897	0.013072	0.01426	0.017825	0.017825	0.008913	0.002377	0.010101	0.023173	0.006536	0.011884	0.013666	0.013666	0.008913	0.009507	0.013072	0.016637	0.016043	0.011884	0.015449	0.022579	0.008913	0.003565	0.011289	0.015449	0.014854	0.02555	0.013666	0.012478	0.016043	0.016637	0.011884	0.021277	0.024113	0.019149	0.03617	0.026241	0.009929	0.004255	0.014184	0.021986	0.009929	0.012057	0.019858	0.023404	0.019858	0.026241	0.020567	0.031206	0.007092	0.023404	0.019858	0.014894	0.005674	0.002837	0.011348	0.004965	0.001418	0.007801	0.003546	0.012057	0.008511	0.013475	0.014894	0.024823	0.017021	0.013475	0.01844	0.014184	0.006383	0.003546	0.011348	0.02695	0.012766	0.014894	0.012766	0.00922	0.012766	0.01773	0.014184	0.024113	0.007801	0.008511	0.015603	0.024823	0.012766	0.007092	0.012766	0.019149	0.011348	0.032624	0.015603	0.010638	0.015603	0.023404	0.009929
instance_698	0.033868	0.020202	0.02852	0.029115	0.027926	0.011884	0.004159	0.017825	0.027332	0.01426	0.013072	0.016043	0.01426	0.016043	0.030303	0.024955	0.03268	0.01426	0.019608	0.02139	0.016043	0.005942	0.005942	0.006536	0.00713	0.001783	0.004159	0.001783	0.017825	0.008318	0.016637	0.00713	0.029709	0.012478	0.014854	0.019014	0.017825	0.007724	0.001783	0.011289	0.023767	0.008318	0.011884	0.011884	0.013666	0.010101	0.009507	0.011289	0.015449	0.016637	0.008913	0.015449	0.024361	0.008913	0.002971	0.013666	0.017231	0.01426	0.026738	0.015449	0.010695	0.016043	0.016637	0.008318	0.022695	0.019858	0.019858	0.039716	0.024823	0.012766	0.003546	0.012057	0.021277	0.012057	0.013475	0.019149	0.024823	0.017021	0.025532	0.021277	0.029078	0.007092	0.022695	0.020567	0.016312	0.007092	0.004255	0.009929	0.006383	0.001418	0.005674	0.003546	0.012057	0.008511	0.013475	0.013475	0.025532	0.01844	0.014184	0.015603	0.014184	0.007092	0.002837	0.012766	0.026241	0.012057	0.014184	0.013475	0.007801	0.011348	0.019149	0.015603	0.024823	0.00922	0.00922	0.012766	0.022695	0.010638	0.006383	0.014184	0.019149	0.011348	0.032624	0.015603	0.011348	0.015603	0.023404	0.012057
instance_699	0.034462	0.019014	0.02852	0.032086	0.027332	0.011884	0.004753	0.016043	0.027332	0.014854	0.01426	0.015449	0.015449	0.014854	0.027926	0.026738	0.031491	0.013666	0.020796	0.02139	0.017231	0.006536	0.005348	0.00713	0.006536	0.001783	0.004159	0.002377	0.017231	0.008318	0.015449	0.005348	0.031491	0.013072	0.013072	0.016043	0.017825	0.008318	0.001783	0.011289	0.023173	0.007724	0.011884	0.013072	0.01426	0.008913	0.009507	0.012478	0.016637	0.016043	0.011289	0.015449	0.023173	0.009507	0.002971	0.011289	0.015449	0.014854	0.02555	0.014854	0.011884	0.015449	0.017231	0.011289	0.022695	0.023404	0.019858	0.03617	0.026241	0.010638	0.003546	0.013475	0.022695	0.010638	0.012057	0.019149	0.024113	0.019858	0.026241	0.019858	0.031915	0.007092	0.023404	0.021277	0.017021	0.007092	0.002128	0.009929	0.004255	0.001418	0.007801	0.003546	0.010638	0.008511	0.014184	0.014894	0.024113	0.01773	0.013475	0.01773	0.014184	0.007092	0.004255	0.012057	0.026241	0.012766	0.014894	0.012766	0.008511	0.012057	0.017021	0.014184	0.024113	0.007092	0.008511	0.014894	0.024823	0.011348	0.007092	0.013475	0.019149	0.012766	0.031915	0.014184	0.010638	0.015603	0.022695	0.010638
instance_700	0.029709	0.02139	0.023767	0.029115	0.027332	0.012478	0.005942	0.015449	0.024955	0.013072	0.016043	0.017825	0.01426	0.014854	0.029115	0.02555	0.02852	0.013666	0.021985	0.020796	0.019608	0.005942	0.004753	0.008913	0.00713	0.002971	0.003565	0.002971	0.019608	0.008318	0.012478	0.00713	0.029709	0.010695	0.016043	0.016637	0.013666	0.011884	0.001783	0.011289	0.021985	0.010101	0.009507	0.01426	0.01426	0.010101	0.011884	0.011884	0.016043	0.016637	0.011884	0.016637	0.023173	0.008913	0.004159	0.011884	0.017825	0.012478	0.026144	0.013666	0.013072	0.014854	0.016043	0.011884	0.020567	0.019858	0.025532	0.035461	0.021277	0.010638	0.002837	0.012057	0.014184	0.013475	0.015603	0.021986	0.02766	0.014894	0.028369	0.021986	0.029078	0.004965	0.019858	0.021277	0.01844	0.007801	0.006383	0.006383	0.003546	0.001418	0.007092	0.005674	0.00922	0.010638	0.015603	0.007092	0.029078	0.010638	0.009929	0.019858	0.01773	0.012057	0.000709	0.00922	0.028369	0.011348	0.014894	0.014894	0.012766	0.009929	0.01844	0.017021	0.022695	0.012057	0.012057	0.017021	0.017021	0.008511	0.007801	0.012766	0.021986	0.013475	0.031915	0.014894	0.012766	0.012766	0.020567	0.014894
